ric,name,country,industry,total_contribution,avg_weight,months_held,avg_monthly_return,total_return
267250.KS,HD HYUNDAI,SOUTH KOREA,ENEGY,-0.0007225949506370745,0.002551020408999568,14,-0.01970130674455611,-0.2790205963174619
ALEP.WA,ALLEGRO,LUXEMBOURG,CODIS,-0.000769722975337942,0.0016666666681268555,9,-0.051314864832678,-0.4271367135853652
MCGJ.J,MULTICHOICE GROUP,SOUTH AFRICA,TELCM,-0.0007763042626028568,0.004,1,-0.1940760656507142,-0.19407606565071422
HTHT.O,H WORLD GROUP ADR 1:10,CHINA,CODIS,-0.0007763649508160382,0.001664826401668507,19,-0.02372043508942518,-0.4651541684102495
051600.KS,KEPCO PLANT SER.& ENGR.,SOUTH KOREA,INDUS,-0.0007775564363447336,0.002,6,-0.06479636969539447,-0.37502370219554737
LREN3.SA,LOJAS RENNER ON,BRAZIL,CODIS,-0.0007792605236253097,0.0016666666666666666,9,-0.05195070157502066,-0.47255843727553937
PLNG.NS,PETRONET L N G,INDIA,ENEGY,-0.0007987693409895566,0.0086880602232191,1,-0.091938743570725,-0.09193874357072496
3692.HK,HANSOH PHARMACEUTICAL GROUP,CHINA,HLTHC,-0.0008364730036631655,0.005722150464668813,2,-0.0836080431577042,-0.16044599182435026
002352.SZ,S F HDG.'A',CHINA,INDUS,-0.0008368353498658837,0.0022222222222222222,3,-0.12552530247988256,-0.35129076312250507
DSYJ.J,DISCOVERY,SOUTH AFRICA,FINAN,-0.0008462349702249738,0.0009173716309266182,17,-0.05361869106264507,-0.6440501741554618
000720.KS,HYUNDAI ENGR.& CON.,SOUTH KOREA,INDUS,-0.0008551035186161295,0.0020952380952380953,7,-0.06133492815391567,-0.43584812226177516
0968.HK,XINYI SOLAR HOLDINGS,CHINA,ENEGY,-0.0008643860531707816,0.003333333333333333,2,-0.12965790797561724,-0.2502659408678448
600900.SS,CHINA YANGTZE PWR. 'A',CHINA,UTILS,-0.0008742382173913898,0.036571428571428574,14,0.0020674028858655587,0.002063019017672696
2222.SE,SAUDI ARABIAN OIL,SAUDI ARABIA,ENEGY,-0.0008878120475696557,0.006033464342917698,57,0.003840846220180863,0.17364838698041685
MDKA.JK,MERDEKA COPPER GOLD,INDONESIA,BMATR,-0.000897085280854916,0.01615008131333057,24,-0.00493341029567104,-0.29131019443828043
PTT.BK,PTT,THAILAND,ENEGY,-0.0009360195496078505,0.0026382488483039524,31,-0.011810574547635759,-0.3702841351233649
6505.TW,FORMOSA PETROCHEMICAL,TAIWAN,ENEGY,-0.0009617288596617288,0.004877954801999061,32,-0.009157458949728659,-0.284615241577972
INKP.JK,INDAH KIAT PULP & PAPER,INDONESIA,BMATR,-0.0009655448525684052,0.0025,12,-0.03511072191157837,-0.4001677845818028
SIS.CN,GRUPO DE INVERSIONES SURAMERICANA,COLOMBIA,FINAN,-0.0009711399454711226,0.0035028195827242806,72,-0.0007453417420747204,-0.2657246121621797
BPAC11.SA,BCO BTG PACTUAL UNT,BRAZIL,FINAN,-0.0009911305902258005,0.0008921826965305225,18,-0.06188030243831469,-0.7805056767838141
IQ.O,IQIYI ADS 1:7,CHINA,CODIS,-0.0010508388350362848,0.0016666666666666666,17,-0.03708842947186888,-0.5985611510791367
3800.HK,GCL TECHNOLOGY HOLDINGS,HONG KONG,ENEGY,-0.0010641909591412625,0.0025,4,-0.10641909591412625,-0.3734875305975305
ALRS.MM,ALROSA,RUSSIAN FEDERATION,BMATR,-0.0010701533134351454,0.002857142857142857,12,-0.031212804975191744,-0.3414470816228644
263750.KQ,PEARLABYSS,SOUTH KOREA,CODIS,-0.0010702751720645623,0.0015384615384615387,12,-0.06324353289472413,-0.5728097575726059
028050.KS,SAMSUNG E&A,SOUTH KOREA,INDUS,-0.0010864918494060882,0.003098412698412699,35,-0.0189081599629386,-0.5859421626598196
051900.KS,LG H & H,SOUTH KOREA,COSTP,-0.0010926828369618258,0.005858585766114183,11,-0.01907981613531218,-0.20902136484723643
VODJ.J,VODACOM GROUP,SOUTH AFRICA,TELCM,-0.0011445132569914982,0.032444444440531094,9,0.003202865725909345,0.007031796388417
002475.SZ,LUXSHARE PRECN.IND.'A',CHINA,CODIS,-0.0011618432678123826,0.0016153846153846153,10,-0.07324406632638718,-0.597915957124848
009540.KS,HD KOA.SHIPBLDG.& OFFS. ENGR.,SOUTH KOREA,INDUS,-0.0012175362096966103,0.0020814814814814815,60,-0.010211871023021617,-0.627006537451726
OMUJ.J,OLD MUTUAL LIMITED (JSE),SOUTH AFRICA,FINAN,-0.0012237618027357666,0.004737854737854739,9,0.01425404830387751,0.0795154163919749
601888.SS,CHINA TOURISM GROUP DUTY FREE 'A',CHINA,CODIS,-0.0012394823271907043,0.0016333666338359798,28,-0.024494301033982955,-0.617451865366456
1209.HK,CHINA RESOURCES MIXC LIFESTYLE SERVICES,CHINA,RLEST,-0.0012453471745281135,0.002857142857142857,12,-0.039624682825894514,-0.37113441087742305
2382.TW,QUANTA COMPUTER,TAIWAN,TECNO,-0.0013172664815209322,0.020000000000000004,1,-0.0658633240760466,-0.06586332407604656
MRPJ.J,MR PRICE GROUP,SOUTH AFRICA,CODIS,-0.0013772608318869566,0.016666666666666666,2,-0.0413178249566087,-0.08281244589327386
GAPB.MX,GRUPO AEROPORTUARIO DEL PACIFICO,MEXICO,INDUS,-0.0014109944779765542,0.020000000000000004,1,-0.0705497238988277,-0.07054972389882774
CPIN.JK,CHAROEN POKPHAND INDO.,INDONESIA,COSTP,-0.001482753906803971,0.009865578774245553,13,-0.013941939172171423,-0.1846575024472621
006400.KS,SAMSUNG SDI,SOUTH KOREA,INDUS,-0.0015466927086622427,0.008656319290465632,82,0.010762751470664795,0.47267312838860187
BBSE3.SA,BB SEGURIDADE ON,BRAZIL,FINAN,-0.001636090245645778,0.00297637126412857,36,-0.028193902043222967,-0.7218908660472192
0257.HK,CHINA EVERBRIGHT ENVIRONMENT GROUP,HONG KONG,UTILS,-0.0016487486469157846,0.005,4,-0.08243743234578924,-0.2986414685416865
000002.SZ,CHINA VANKE 'A',CHINA,RLEST,-0.0016497681510367372,0.02857142857142857,1,-0.0577418852862858,-0.057741885286285766
SCCO.K,SOUTHERN COPPER,UNITED STATES,BMATR,-0.0016523777308971041,0.006272522650102204,27,0.0027202240845260774,-0.027284300041631626
APNJ.J,ASPEN PHMCR.HDG.,SOUTH AFRICA,HLTHC,-0.0017366661649212902,0.05,1,-0.0347333232984258,-0.03473332329842582
INED.NS,INFO EDGE (INDIA),INDIA,TECNO,-0.0017604455521883005,0.016083916083916086,12,-0.01143654834464841,-0.17732464786078006
047810.KS,KOREA AEROSPACE INDS.,SOUTH KOREA,INDUS,-0.0018797779653951358,0.0025235690235690233,36,-0.01334822923796094,-0.4915532850343981
0916.HK,CHIN.LONGYUAN PWR.GP.'H',CHINA,UTILS,-0.0019412443959740452,0.05000000000000001,3,-0.012941629306493627,-0.055509822115589635
AOT.BK,AIRPORTS OF THAILAND,THAILAND,INDUS,-0.001984425355701211,0.008398940864960283,103,0.004778423343428953,0.23490573626344857
ADAG.NS,ADANI TOTAL GAS,INDIA,UTILS,-0.0020065389551057523,0.0370230805904555,36,-0.0022293497354033812,-0.645747447324169
068760.KQ,CELLTRION PHARM,SOUTH KOREA,HLTHC,-0.002045961822053998,0.004009247283932969,12,-0.024732998533436593,-0.31373337212069496
329180.KS,HD HYUNDAI HEAVY INDUSTRIES,SOUTH KOREA,INDUS,-0.002069685151348933,0.018181818181818184,2,-0.05691634166209565,-0.11069265813997164
1810.HK,XIAOMI,CHINA,TELCM,-0.002187725287111987,0.00818181818181818,11,0.004068086187947227,-0.028886466672271016
CHILE.SN,BANCO DE CHILE,CHILE,FINAN,-0.00222076709369606,0.003498556591004775,71,0.0013095586042538533,-0.08771496534382617
BCI.SN,BANCO DE CREDITO E INVERSION,CHILE,FINAN,-0.002226844067046024,0.00633795433645095,32,-0.0024024750649560326,-0.14223845617340203
DIVI.NS,DIVIS LABORATORIES,INDIA,HLTHC,-0.0022727398689162356,0.004315552825271638,50,0.010907024317742797,0.492637359036455
010060.KS,OCI HOLDINGS COMPANY,SOUTH KOREA,BMATR,-0.0022850537351471714,0.002857142857142857,12,-0.07270625520922819,-0.5934888825898247
BATO.KL,BRIT.AMER.TOB.(MALAYSIA),MALAYSIA,COSTP,-0.0023446222507853298,0.007126436802386484,29,-0.012485424635877998,-0.3537025297082287
300760.SZ,SHN.MINDRAY BMED. ELTN. 'A',CHINA,HLTHC,-0.0024393955759139294,0.004588380735788477,44,-0.006775734428763661,-0.3595061360850855
603288.SS,FOSHAN HAI TIAN FLFD.'A',CHINA,COSTP,-0.0024427108343328123,0.006730668579280723,16,-0.03928906924985045,-0.48936776579996577
6862.HK,HAIDILAO INTERNATIONAL HOLDING,CHINA,CODIS,-0.0024665131626034563,0.0017424242429718133,24,-0.06606605904409014,-0.8147826916775357
1476.TW,ECLAT TEXTILE,TAIWAN,CODIS,-0.002530011705408297,0.021462488129154796,9,-0.012562773457578023,-0.15311620578620355
TISC.NS,TATA STEEL,INDIA,BMATR,-0.00256560368166614,0.022222222222222223,2,-0.057726082837488146,-0.1168513880112293
UPLL.NS,UPL,INDIA,BMATR,-0.0025751502684815807,0.005189027205311832,43,0.004186366267985656,-0.06425130937120727
BSANTANDER.SN,BANCO SANTANDER CHILE,CHILE,FINAN,-0.0025931206236413044,0.003938039115793334,60,0.0018731836017470203,-0.05878282309713534
010130.KS,KOREA ZINC,SOUTH KOREA,BMATR,-0.002650008336775876,0.005232833997774929,84,-0.001255163114765902,-0.326759794672727
TTEX.NS,TATA ELXSI,INDIA,TECNO,-0.0026989022580993336,0.018205128205128207,26,-0.007522621117413017,-0.23495625490713723
KIMBERA.MX,KIMBERLY,MEXICO,COSTP,-0.00278119829843828,0.00839357669202059,67,-0.0029854560101928813,-0.3083829235859954
2359.HK,WUXI APPTEC 'H',CHINA,HLTHC,-0.0028229508353601928,0.004999999968531889,6,-0.0611591773265612,-0.3541643995210644
GAIL.NS,GAIL (INDIA),INDIA,ENEGY,-0.0029408381262323305,0.014181943400268201,9,-0.03213416001988758,-0.2691954314246273
1548.HK,GENSCRIPT BIOTECH,CHINA,HLTHC,-0.002969435357454449,0.00800000099682328,5,-0.07423588936578344,-0.3888271955924526
002790.KS,AMOREPACIFIC GROUP,SOUTH KOREA,CODIS,-0.0030531295155113505,0.016893533495680405,43,-0.005264346452868446,-0.3498142472462904
SOLJ.J,SASOL,SOUTH AFRICA,BMATR,-0.0031525679964881305,0.020000000000000004,2,-0.07881419991220324,-0.15142107210573263
601012.SS,LONGI GREEN EN.TECH.'A',CHINA,ENEGY,-0.00315804386206183,0.003596349002559181,31,-0.019458778720478166,-0.5632886413374852
1801.HK,INNOVENT BIOLOGICS,CHINA,HLTHC,-0.0031695154191987407,0.0038518279326673808,6,-0.08486060449618031,-0.44276126999054244
ATHM.K,AUTOHOME ADS 1:4,CHINA,TECNO,-0.003245636848438871,0.022222222222222223,2,-0.0730268290898746,-0.141678495661407
019170.KS,SHIN POONG PHARM.,SOUTH KOREA,HLTHC,-0.0033027199711417867,0.0037676637036844515,11,-0.07286296322824534,-0.6170551644235684
603259.SS,WUXI APPTEC 'A',CHINA,HLTHC,-0.003441749423144202,0.00800000090005875,8,-0.053777333400820845,-0.3853929670598025
COAL.NS,COAL INDIA,INDIA,ENEGY,-0.0036825546404602796,0.004854178601482587,53,-0.016791029154283727,-0.6428966209505442
1177.HK,SINO BIOPHM.,HONG KONG,HLTHC,-0.003690508260399624,0.026641294854497448,14,-0.0031527012148375067,-0.17205641446690567
LHCJ.J,LIFE HEALTHCARE GP.HDG.,SOUTH AFRICA,HLTHC,-0.0037251986827454803,0.05,4,-0.0186259934137274,-0.07471667227770229
TEML.NS,TECH MAHINDRA,INDIA,TECNO,-0.0038155845436745467,0.023096546310832026,14,-0.02446840708918736,-0.3310416162987767
PIRA.NS,PIRAMAL ENTERPRISES,INDIA,FINAN,-0.0038687484213115993,0.005261904879831435,6,-0.0322063026962791,-0.23146111847659767
011070.KS,LG INNOTEK,SOUTH KOREA,TECNO,-0.003913841882521387,0.015384615384615385,10,-0.025439972236389007,-0.2982726936622814
BH.BK,BUMRUNGRAD HOSPITAL,THAILAND,HLTHC,-0.003923443441832837,0.01625948930261404,23,-0.00015778844457470432,-0.04652465525226257
CIPL.NS,CIPLA,INDIA,HLTHC,-0.004119424539279569,0.029285714285636668,16,-0.017184997436960062,-0.2667605648591236
066570.KS,LG ELECTRONICS,SOUTH KOREA,CODIS,-0.00415183280202969,0.004349747474747475,8,-0.054025957888792886,-0.3784056175299163
LPPF.JK,MATAHARI DEPARTMENT STORE,INDONESIA,CODIS,-0.00415848734992621,0.017350427350427352,36,-0.007193018199807373,-0.351925186239028
032830.KS,SAMSUNG LIFE INSURANCE,SOUTH KOREA,FINAN,-0.0042433675914319525,0.0026555933978833425,87,-0.0027670043574602567,-0.3691368114626401
BIDU.O,BAIDU ADS 1:8,CHINA,TECNO,-0.004294941986068265,0.025,4,-0.04294941986068265,-0.16387259010896882
SHCM.NS,SHREE CEMENT,INDIA,INDUS,-0.004439069491182315,0.011728191000918273,33,0.006468484701146763,0.1297325719060478
600309.SS,WANHUA CHEMICAL GP.'A',CHINA,BMATR,-0.00444685138477617,0.017277029290291245,3,-0.07858855385104933,-0.22998095952631326
WIPR.NS,WIPRO,INDIA,TECNO,-0.004600489477800759,0.01899396238681953,28,-0.012792570403748938,-0.3615271956169107
UNTR.JK,UNITED TRACTORS,INDONESIA,BMATR,-0.004642794704767657,0.005225925973457231,84,0.0002922669842426747,-0.21871711647250913
1024.HK,KUAISHOU TECHNOLOGY,CHINA,TECNO,-0.004726070136765793,0.020000000000000004,1,-0.2363035068382896,-0.2363035068382896
071050.KS,KOREA INVESTMENT HDG.,SOUTH KOREA,FINAN,-0.004818141399071497,0.004754689754686682,12,-0.06140382686890811,-0.559304595966156
BILI.O,BILIBILI ADR 1:1,CHINA,TECNO,-0.004819773179252019,0.018181818181818184,7,-0.037869646408408716,-0.29554833611379383
JFC.PS,JOLLIBEE FOODS,PHILIPPINES,CODIS,-0.004896305380811849,0.014073614557485526,31,-0.016895118016915792,-0.4268785553947213
ADVANC.BK,ADVANCED INFO SER.,THAILAND,TELCM,-0.004911965477150062,0.0226533331678446,75,0.0019155033160237322,-0.04058199447137234
UNVR.JK,UNILEVER INDONESIA,INDONESIA,COSTP,-0.004932291318566784,0.008818336829519645,96,-0.000861687539985404,-0.2592119142403506
2207.TW,HOTAI MOTOR,TAIWAN,CODIS,-0.005113518095144727,0.0045703185703185704,20,-0.01731902551036176,-0.3628534218448346
SUZB3.SA,SUZANO ON,BRAZIL,BMATR,-0.0052362187886290145,0.010120958229946147,31,0.026725798877822452,0.7719679337615624
FALABELLA.SN,FALABELLA SACI,CHILE,CODIS,-0.005259438355651451,0.016248620561576273,38,-0.007610817029782316,-0.29731775756404666
302440.KS,SK BIOSCIENCE,SOUTH KOREA,HLTHC,-0.005269644403134569,0.008000000599935672,12,-0.05988231696530024,-0.5726894093237557
1093.HK,CSPC PHARMACEUTICAL GP.,CHINA,HLTHC,-0.005331350860447109,0.027279915272811952,15,-0.014348204024458506,-0.28410250365616274
VIPS.K,VIPSHOP HOLDINGS SPONSORED ADS 5:1,CHINA,CODIS,-0.005459340643169377,0.015384615384615385,8,-0.044357142725751184,-0.3359668759082667
1193.HK,CHINA RESOURCES GAS GROUP,HONG KONG,UTILS,-0.005754566658605078,0.009106141437294775,31,-0.010584551446487673,-0.3547130747966707
012330.KS,HYUNDAI MOBIS,SOUTH KOREA,CODIS,-0.005772457205922365,0.022222222222222223,11,-0.02361459766059149,-0.24435150527828264
6969.HK,SMOORE INTERNATIONAL HOLDINGS,CHINA,COSTP,-0.005946298556542715,0.013845593532710795,6,-0.11688924234964437,-0.5638008289389964
2327.TW,YAGEO,TAIWAN,TECNO,-0.006036447145898571,0.022222222222222223,2,-0.13582006078271786,-0.2537923826236992
CLSJ.J,CLICKS GROUP,SOUTH AFRICA,COSTP,-0.006150024380128909,0.005853893105752086,19,-0.03629331065739355,-0.5255610561676094
030000.KS,CHEIL WORLDWIDE,SOUTH KOREA,CODIS,-0.006252012358849897,0.022222222222222223,8,-0.03516756951853067,-0.291369749205143
008770.KS,HOTEL SHILLA,SOUTH KOREA,CODIS,-0.006311196211571937,0.015248252711329948,30,-0.016665836581872217,-0.5386273632095775
004020.KS,HYUNDAI STEEL,SOUTH KOREA,BMATR,-0.006321589400131501,0.004755959273162715,63,-0.019151689668980145,-0.7722038927319301
005380.KS,HYUNDAI MOTOR,SOUTH KOREA,CODIS,-0.0064191251304947725,0.022222222222222223,11,-0.02626005735202407,-0.2812436321871872
011790.KS,SKC,SOUTH KOREA,BMATR,-0.006466934763322923,0.019308201724264114,12,-0.027828891214681854,-0.3861443945678127
2018.HK,AAC TECHNOLOGIES HDG.,CHINA,TECNO,-0.006524083588743421,0.02398989898989899,11,-0.024350892260935068,-0.28611577367467667
ENELAM.SN,ENEL AMERICAS,CHILE,UTILS,-0.00671232155849053,0.014152811917071817,58,-0.006428590463490272,-0.4468478924572925
APSE.NS,ADANI PORTS AND SEZ.,INDIA,INDUS,-0.006915398436363175,0.008373143196672608,68,-0.01139906641480284,-0.6660719082428972
HMSP.JK,HM SAMPOERNA,INDONESIA,COSTP,-0.006918722738614389,0.003913015257469964,44,-0.0092223251202315,-0.39929329875605224
HALC.NS,HINDALCO INDUSTRIES,INDIA,BMATR,-0.006985800165631674,0.016249285204323668,9,-0.04169420491617116,-0.3897664502389736
251270.KS,NETMARBLE,SOUTH KOREA,CODIS,-0.00706432396883662,0.006923661118276971,20,-0.03166282129589723,-0.5261104084937734
096770.KS,SK INNOVATION,SOUTH KOREA,ENEGY,-0.007358850661245525,0.005654544611646749,90,0.003099484515465432,-0.44330142493227487
SUN.NS,SUN PHARM.INDUSTRIES,INDIA,HLTHC,-0.007451299858403096,0.024811956830332004,86,-0.003093594900726702,-0.4127079920793437
6618.HK,JD HEALTH INTERNATIONAL,CHINA,COSTP,-0.007521763231227022,0.009107356119626478,10,-0.07137358281405212,-0.5568766811207301
AMSJ.J,ANGLO AMERICAN PLATINUM,SOUTH AFRICA,BMATR,-0.007879828454124558,0.0069283655098044405,21,-0.020147417734933965,-0.4643367783431537
REDY.NS,DR REDDYS LABORATORIES,INDIA,HLTHC,-0.008134702160300794,0.04393939413728278,12,-0.014104998727885183,-0.224064448722761
051910.KS,LG CHEM,SOUTH KOREA,INDUS,-0.008320213370480155,0.004755244755244754,91,0.004722710094811877,-0.08171381982919523
373220.KS,LG ENERGY SOLUTION,SOUTH KOREA,INDUS,-0.008753699411017564,0.018181818181818184,26,-0.018517441061767923,-0.46304774186535025
034020.KS,DOOSAN ENERBILITY,SOUTH KOREA,INDUS,-0.008849890691393032,0.020000000000000004,6,-0.07374908909494192,-0.41139798690423357
NRPJ.J,NEPI ROCKCASTLE,NETHERLANDS,RLEST,-0.01001694330552518,0.02312147716229349,49,0.0005542627012883426,-0.27872485601457764
MXSC.KL,MAXIS,MALAYSIA,TELCM,-0.010350655561504897,0.03733333333276268,27,-0.009840818673625447,-0.26658703230013403
BEKE.K,KE HOLDINGS ADR 1:3,CHINA,RLEST,-0.010656392335689619,0.006831867961271332,22,-0.012751605189763456,-0.6114144605807335
018260.KS,SAMSUNG SDS,SOUTH KOREA,TECNO,-0.010672788711397374,0.02328251852524603,60,-0.008338733725568337,-0.5702170358496297
IMPJ.J,IMPALA PLATINUM,SOUTH AFRICA,BMATR,-0.01211652374499029,0.014158354598534572,3,-0.17202300341346402,-0.4953053320929768
LUPN.NS,LUPIN,INDIA,HLTHC,-0.013002989028779556,0.023146997929606627,23,-0.02271332837482091,-0.4535333077840369
009830.KS,HANWHA SOLUTIONS,SOUTH KOREA,ENEGY,-0.01300924776386877,0.005999127633309858,75,-0.018700758671402837,-0.8504497106092564
0268.HK,KINGDEE INTL. SOFTWARE GROUP,CHINA,TECNO,-0.01383720381441971,0.016783216783216783,14,-0.05652651648955094,-0.6264985656366688
WB.O,WEIBO ADR 1:1,CHINA,TECNO,-0.016435099579029812,0.022222222222222223,9,-0.08217549789514905,-0.5445705024311182
VAKR.NS,VAKRANGEE,INDIA,TECNO,-0.01692234191922005,0.022222222222222223,3,-0.2538351287883008,-0.7381083497791026
8083.HK,YOUZAN TECHNOLOGY,HONG KONG,TECNO,-0.017767166887245986,0.018181818181818184,7,-0.13959916839978986,-0.6756434336043446
YESB.NS,YES BANK,INDIA,FINAN,-0.01996971287516545,0.00497789124337327,28,-0.06584034645997959,-0.9104835008139949
0384.HK,CHINA GAS HOLDINGS,HONG KONG,UTILS,-0.02032675120600739,0.009248417635185304,61,0.0005189839860656974,-0.22430616256396585
EA.BK,ENERGY ABSOLUTE,THAILAND,UTILS,-0.023627860206159867,0.03714285714285715,21,-0.03390573691241387,-0.563339328853677
128940.KS,HANMI PHARM,SOUTH KOREA,HLTHC,-0.03307072701562598,0.027367407379184926,36,-0.03527726434320177,-0.7902473448630014
